Researcher,Trial,Plot,Weight,Width,Length,Height,Shape,Area,Hollow,Double,Knob
Groves,Example Trial,201,3.46,2.85,2.36,1.64,31880,7482,0,0,1
Groves,Example Trial,201,3.67,2.24,3.15,1.65,31723,7864,0,0,0
Groves,Example Trial,201,2.3,1.72,2.52,1.48,27890,5229,0,0,0
Groves,Example Trial,201,4.36,2,3.74,1.66,28478,9202,0,0,0
Groves,Example Trial,201,4.91,2.04,3.52,1.87,27348,9235,0,0,0
Groves,Example Trial,201,4.39,2.06,3.37,1.78,28148,8692,0,0,0
Groves,Example Trial,201,3.65,2.38,2.89,1.7,32035,7678,0,0,0
Groves,Example Trial,201,1.98,1.47,2.57,1.41,26903,4547,0,0,0
Groves,Example Trial,201,2.18,2,2.54,1.43,33322,5425,0,0,0
Groves,Example Trial,201,3.83,2.55,2.97,1.7,33616,8021,0,0,1
Groves,Example Trial,201,5.22,3.29,2.81,1.88,33295,9823,0,0,1
Groves,Example Trial,201,0.77,1.49,1.27,1.07,26295,2102,0,0,0
Groves,Example Trial,201,3.6,2.02,3.47,1.53,29789,7977,0,0,0
Groves,Example Trial,201,7.05,2.32,4.66,1.97,30210,12979,0,0,0
Groves,Example Trial,201,2.52,1.62,3.13,1.42,28572,6186,0,0,0
Groves,Example Trial,201,4.21,2.08,3.39,1.7,28472,8379,0,0,0
Groves,Example Trial,201,4.15,1.98,3.76,1.75,31393,8581,0,0,0
Groves,Example Trial,201,1.72,2.06,1.78,1.42,30272,4100,0,0,0
Groves,Example Trial,201,3.58,2.26,2.86,1.82,32859,7072,0,0,1
Groves,Example Trial,201,1.88,1.98,2.23,1.3,30532,4699,0,0,0
Groves,Example Trial,201,4.7,2.02,3.82,1.77,29059,9609,0,0,0
Groves,Example Trial,201,3.62,2.71,3.44,1.51,38886,8457,1,1,0
Groves,Example Trial,201,6.58,2.3,4.5,1.91,30043,12634,0,0,0
Groves,Example Trial,201,3.52,2.1,3.26,1.75,34035,7340,0,0,1
Groves,Example Trial,201,6.25,2.75,3.97,2.05,35809,11372,0,0,1
Groves,Example Trial,201,2.48,1.62,2.99,1.46,28515,5825,0,0,0
Groves,Example Trial,201,4.75,2.08,3.71,1.78,28917,9316,0,0,0
Groves,Example Trial,201,1.11,1.45,1.8,1.22,28686,2797,0,0,0
Groves,Example Trial,201,2.79,2.26,2.41,1.65,32211,5972,0,0,0
Groves,Example Trial,201,3.52,2.08,3.31,1.52,29729,7982,0,0,0
Groves,Example Trial,201,7.53,2.18,4.72,1.91,26099,13405,0,0,0
Groves,Example Trial,201,3.24,1.84,2.86,1.77,28748,6409,0,0,0
Groves,Example Trial,201,0.63,1.31,1.22,0.88,22324,1717,0,0,0
Groves,Example Trial,201,2.26,2.18,2.04,1.55,30500,5082,0,0,0
Groves,Example Trial,201,4.47,2.18,3.74,1.62,29548,9505,0,0,0
Groves,Example Trial,201,4.83,2.04,3.79,1.72,27532,9761,0,0,0
Groves,Example Trial,201,2.1,1.9,2.52,1.38,31464,5053,0,0,0
Groves,Example Trial,201,1.69,1.68,2.31,1.32,30311,4234,0,0,0
Groves,Example Trial,201,7.17,2.2,4.66,1.97,28167,12626,0,0,0
Groves,Example Trial,201,4.1,2.87,2.44,1.89,32281,7742,0,0,0
Groves,Example Trial,201,1.04,1.39,1.83,1.12,27393,2745,0,0,0
Groves,Example Trial,201,4.15,1.94,3.42,1.75,27978,8189,0,0,0
Groves,Example Trial,201,1.07,1.37,1.85,1.14,27003,2824,0,0,0
Groves,Example Trial,201,2.52,2.08,2.62,1.48,32005,5812,0,0,0
Groves,Example Trial,201,1.23,1.86,1.56,1.14,26892,3274,0,0,0
Groves,Example Trial,201,3.77,2.75,2.86,1.66,34631,7860,0,0,0
Groves,Example Trial,201,1.91,1.76,2.2,1.48,30002,4132,0,0,0
Groves,Example Trial,201,0.6,1.33,1.19,0.91,24004,1646,0,0,0
Groves,Example Trial,201,8.18,2.38,4.74,2.02,27858,14335,0,0,0
Groves,Example Trial,201,8.01,2.85,4.32,2.11,32432,13593,0,0,0
Groves,Example Trial,201,2.46,1.76,2.97,1.49,31660,5686,0,0,0
Groves,Example Trial,201,4.29,2.18,3.52,1.75,31302,8647,0,0,0
Groves,Example Trial,201,1.69,2,1.8,1.4,29822,4022,0,0,0
Groves,Example Trial,201,0.66,1.21,1.25,1.11,25437,1562,0,0,0
Groves,Example Trial,201,2.62,1.84,2.7,1.52,28821,5851,0,0,0
Groves,Example Trial,201,0.79,1.35,1.48,1.02,25796,2103,0,0,0
Groves,Example Trial,201,1.87,1.84,2.28,1.35,30286,4562,0,0,0
Groves,Example Trial,201,1.17,1.72,1.56,1.21,27749,3057,0,0,0
Groves,Example Trial,201,1.91,1.41,2.6,1.39,26679,4507,0,0,0
Groves,Example Trial,201,2.22,2.14,2.33,1.48,33241,5082,0,0,0
Groves,Example Trial,201,2.83,3.39,1.96,1.63,38269,6782,1,0,0
Groves,Example Trial,201,1.41,1.7,1.85,1.3,28996,3421,0,0,0
Groves,Example Trial,201,2.5,1.84,2.62,1.54,29696,5414,0,0,0
Groves,Example Trial,201,2.79,1.9,3.02,1.59,32700,6271,0,0,0
Groves,Example Trial,201,1.54,2.1,1.62,1.46,32252,3636,0,0,0
Groves,Example Trial,201,1.55,1.68,2.07,1.32,29615,3697,0,0,0
Groves,Example Trial,201,0.97,1.7,1.4,1.1,26989,2591,0,0,0
Groves,Example Trial,201,6.94,2.28,4.11,1.95,26330,12019,0,0,0
Groves,Example Trial,201,1.71,1.37,2.44,1.4,27367,3862,0,0,0
Groves,Example Trial,201,4.09,1.9,3.71,1.59,27403,8817,0,0,0
Groves,Example Trial,201,3.8,2.28,3.26,1.64,32078,8038,0,0,0
Groves,Example Trial,201,3.61,1.9,3.44,1.56,28244,7912,0,0,0
Groves,Example Trial,201,2.94,1.76,3.07,1.5,27567,6604,0,0,0
Groves,Example Trial,201,3.03,1.94,3.02,1.7,32871,6203,0,0,1
Groves,Example Trial,201,5.17,3.13,3.42,1.78,36855,10204,0,0,1
Groves,Example Trial,201,0.72,1.17,1.59,0.98,25320,1932,0,0,0
Groves,Example Trial,201,3.22,1.92,2.94,1.62,28399,6922,0,0,0
Groves,Example Trial,201,5.56,2.44,3.82,1.86,31181,10791,0,0,0
Groves,Example Trial,201,1.48,1.43,2.31,1.29,28792,3739,0,0,0
Groves,Example Trial,201,4.69,1.98,3.5,1.88,27779,8755,0,0,0
Groves,Example Trial,201,1.24,1.33,2.12,1.22,27741,3207,0,0,0
Groves,Example Trial,201,5.91,1.96,4.35,1.83,26400,11057,0,0,0
Groves,Example Trial,201,2.16,2.44,1.7,1.46,28037,4984,0,0,0
Groves,Example Trial,201,4.54,2.22,3.55,1.68,29163,9200,0,0,0
Groves,Example Trial,201,1.26,1.76,1.59,1.31,29094,2979,0,0,0
Groves,Example Trial,201,7.07,2.75,4.16,1.99,32200,12940,0,0,0
Groves,Example Trial,201,5.21,2.22,3.63,1.88,29079,9798,0,0,0
Groves,Example Trial,201,2.44,1.88,2.49,1.55,29737,5258,0,0,0
Groves,Example Trial,201,1.28,1.53,1.83,1.25,27342,3223,0,0,0
Groves,Example Trial,201,2.63,1.66,2.97,1.47,27556,6028,0,0,0
Groves,Example Trial,201,1.11,1.41,1.72,1.25,27310,2746,0,0,0
Groves,Example Trial,201,3.04,1.98,2.73,1.71,30405,6164,0,0,0
Groves,Example Trial,201,0.9,1.37,1.51,1.18,27122,2220,0,0,0
Groves,Example Trial,201,6.47,2.18,4.58,1.8,27777,12527,0,0,0
Groves,Example Trial,201,5.09,2.97,3.31,1.83,35344,10142,0,0,0
Groves,Example Trial,201,2.96,2.1,2.62,1.65,30669,6240,0,0,0
Groves,Example Trial,201,2.82,1.72,2.89,1.57,27674,6086,0,0,0
Groves,Example Trial,201,4.15,1.92,3.55,1.75,28742,8368,0,0,0
Groves,Example Trial,201,3.55,2.81,1.96,1.66,25753,7199,0,0,0
Groves,Example Trial,201,4.05,2,3.18,1.9,29837,7544,0,0,0
Groves,Example Trial,201,1.49,1.9,1.59,1.47,29804,3392,0,0,0
Groves,Example Trial,201,2.07,1.74,2.54,1.26,26901,5316,0,0,0
Groves,Example Trial,201,1.94,2.16,1.64,1.51,27572,4303,0,0,0
Groves,Example Trial,201,1.83,2.1,1.72,1.42,28027,4285,0,0,0
Groves,Example Trial,201,2.06,1.88,2.33,1.38,29344,4774,0,0,0
Groves,Example Trial,201,3.75,1.98,3.47,1.64,30047,8050,0,0,0
Groves,Example Trial,201,3.66,1.8,3.42,1.67,28088,7785,0,0,0
Groves,Example Trial,201,2.53,2.26,2.04,1.62,29521,5329,0,0,0
Groves,Example Trial,201,4.38,1.9,3.97,1.61,27726,9564,0,0,0
Groves,Example Trial,201,1.48,1.49,2.31,1.21,28139,3892,0,0,0
Groves,Example Trial,201,4.57,2.99,2.86,1.77,33120,8793,0,0,1
Groves,Example Trial,201,2.52,1.74,2.54,1.66,29113,5300,0,0,1
Groves,Example Trial,201,3.95,2.87,2.17,1.88,29641,7509,0,0,1
Groves,Example Trial,201,3.56,2,2.97,1.72,28698,7199,0,0,0
Groves,Example Trial,201,3.75,2.22,2.97,1.7,29890,7584,0,0,0
Groves,Example Trial,201,1.6,1.51,2.38,1.23,27627,4074,0,0,0
Groves,Example Trial,201,1.48,1.47,2.17,1.33,28665,3576,0,0,0
Groves,Example Trial,201,2.66,1.96,2.73,1.54,30978,5960,0,0,0
Groves,Example Trial,201,4.53,2.16,3.29,1.72,26982,8939,0,0,0
Groves,Example Trial,201,0.92,1.17,1.51,1.29,24772,2009,0,0,0
Groves,Example Trial,201,4.93,2.42,3.63,1.95,34746,9579,0,0,0
Groves,Example Trial,201,4.19,2.36,2.99,1.86,31324,8024,0,0,0
Groves,Example Trial,201,10.78,2.61,5.99,2.15,31180,18720,0,0,0
Groves,Example Trial,201,2.51,2.2,2.2,1.57,30274,5459,0,0,0
Groves,Example Trial,201,3.36,2.24,3.15,1.52,31920,7522,0,0,0
Groves,Example Trial,201,0.59,1.15,1.27,0.93,23021,1523,0,0,0
Groves,Example Trial,201,2.19,1.92,2.25,1.49,29391,4751,0,0,0
Groves,Example Trial,201,0.49,1.13,1.14,0.82,21557,1252,0,0,0
Groves,Example Trial,201,3.65,1.84,3.34,1.71,28791,7246,0,0,0
Groves,Example Trial,201,2.26,2.26,1.8,1.62,29160,4675,0,0,0
Groves,Example Trial,201,4.46,3.07,2.31,1.98,31483,8385,0,0,0
Groves,Example Trial,201,3.67,2.2,3.23,1.66,32141,7692,0,0,0
Groves,Example Trial,201,5.24,2.14,3.47,1.96,27775,9275,0,0,0
Groves,Example Trial,201,3.27,1.9,3.34,1.52,29498,7475,0,0,0
Groves,Example Trial,201,0.56,1.31,1.09,0.89,22693,1470,0,0,0
Groves,Example Trial,201,1.8,1.64,2.68,1.3,31743,4622,0,0,0
Groves,Example Trial,201,3.37,2.85,2.97,1.54,38680,8275,1,1,0
Groves,Example Trial,201,6.87,2.53,4.45,1.9,31137,12561,0,0,0
Groves,Example Trial,201,4.04,1.96,3.37,1.73,28284,8196,0,0,0
Groves,Example Trial,201,2.72,2.16,2.65,1.54,32407,6142,0,0,0
Groves,Example Trial,201,5.67,2.04,4.27,1.81,27806,10804,0,0,0
Groves,Example Trial,201,2.38,2.08,2.28,1.54,30686,5312,0,0,0
Groves,Example Trial,201,6.34,2.28,4.5,1.84,29776,12199,0,0,0
Groves,Example Trial,201,1.13,1.74,1.48,1.22,27803,2909,0,0,0
Groves,Example Trial,201,1.63,2.16,1.54,1.32,26937,4112,0,0,0
Groves,Example Trial,201,2.8,2.53,2.01,1.57,28514,6123,0,0,0
Groves,Example Trial,201,3.04,2.61,2.2,1.66,31354,6513,0,0,0
Groves,Example Trial,201,3.52,2,3.18,1.61,29089,7455,0,0,0
Groves,Example Trial,201,1.66,1.9,1.96,1.37,30734,3873,0,0,0
Groves,Example Trial,201,4.79,2.3,3.23,1.89,29312,8862,0,0,0
Groves,Example Trial,201,7.82,2.38,5.01,1.87,28513,14736,0,0,0
Groves,Example Trial,201,7.14,2.46,4.53,1.88,29342,13186,0,0,0
Groves,Example Trial,201,1.68,2.1,1.7,1.38,29325,4113,0,0,0
Groves,Example Trial,201,1.9,1.92,2.31,1.38,32213,4697,0,0,0
Groves,Example Trial,201,2.35,2.32,2.01,1.51,29963,5211,0,0,0
Groves,Example Trial,201,1.99,1.66,2.33,1.51,29348,4409,0,0,0
Groves,Example Trial,201,5.32,2.02,4.19,1.83,29114,10395,0,0,0
Groves,Example Trial,201,5.85,2.55,3.47,1.96,29646,10353,0,0,0
Groves,Example Trial,201,2.12,1.88,2.38,1.45,30603,4909,0,0,0
Groves,Example Trial,201,1.68,1.66,2.28,1.27,28611,4272,0,0,0
Groves,Example Trial,201,1.74,2.26,1.56,1.45,29380,4128,0,0,0
Groves,Example Trial,201,7.67,2.28,4.72,1.94,27219,13889,0,0,0
Groves,Example Trial,201,1.71,2.02,1.96,1.36,31488,4232,0,0,0
Groves,Example Trial,201,1.6,1.49,2.41,1.24,27829,4163,0,0,0
Groves,Example Trial,201,2,2.14,1.75,1.36,25466,4720,0,0,0
Groves,Example Trial,201,1.37,1.76,1.72,1.28,28283,3301,0,0,0
Groves,Example Trial,201,1.93,2,2.46,1.29,32884,4955,0,0,0
Groves,Example Trial,201,3.29,2.14,2.99,1.68,32673,6964,0,0,0
Groves,Example Trial,201,2.22,2.06,2.15,1.51,30125,5014,0,0,0
Groves,Example Trial,201,4.18,1.92,3.39,1.77,27561,8324,0,0,0
Groves,Example Trial,201,2.47,1.78,2.68,1.54,29742,5537,0,0,0
Groves,Example Trial,201,1.19,1.37,1.88,1.14,24673,3059,0,0,0
Groves,Example Trial,201,2.3,1.76,2.46,1.49,28048,5252,0,0,0
Groves,Example Trial,201,6.16,2.44,4.05,1.86,29838,11689,0,0,0
Groves,Example Trial,201,0.67,1.47,1.32,0.91,26354,1870,0,0,0
Groves,Example Trial,201,1.59,2.06,1.75,1.3,29474,3937,0,0,0
Groves,Example Trial,201,1.86,1.84,2.33,1.4,32269,4479,0,0,0
Groves,Example Trial,201,4.72,2.02,3.87,1.82,30143,9317,0,0,0
Groves,Example Trial,201,2.92,1.86,2.91,1.51,27989,6500,0,0,0
Groves,Example Trial,201,3.35,1.96,3.15,1.62,29856,7290,0,0,0
Groves,Example Trial,201,3.51,1.86,2.89,1.77,27106,6663,0,0,0
Groves,Example Trial,201,2.33,1.7,2.73,1.36,27089,5721,0,0,0
Groves,Example Trial,201,3.42,2.5,2.73,1.65,32927,7334,0,0,0
Groves,Example Trial,201,1.72,2.04,1.91,1.42,32167,4128,0,0,0
Groves,Example Trial,201,3.59,2.06,3.1,1.64,29172,7403,0,0,0
Groves,Example Trial,201,3.17,2.26,2.6,1.64,30399,6499,0,0,0
Groves,Example Trial,201,1.55,1.51,2.04,1.4,27822,3489,0,0,0
Groves,Example Trial,201,1.83,2.28,1.62,1.39,28055,4484,0,0,0
Groves,Example Trial,201,3.35,2.06,3.02,1.72,31941,7029,0,0,0
Groves,Example Trial,201,2.29,1.96,2.38,1.44,29333,5299,0,0,0
Groves,Example Trial,201,3.72,1.98,3.07,1.76,28758,7278,0,0,0
Groves,Example Trial,201,4.24,2.71,2.76,1.81,31929,8505,0,0,0
Groves,Example Trial,201,1.94,1.68,2.38,1.39,28648,4763,0,0,0
Groves,Example Trial,201,4.15,2.04,3.47,1.77,30191,8380,0,0,0
Groves,Example Trial,201,5.08,2.12,3.74,1.82,28406,9876,0,0,0
Groves,Example Trial,201,3,2.67,2.2,1.63,31915,6502,0,0,0
Groves,Example Trial,201,2.33,1.68,2.73,1.47,28935,5430,0,0,0
Groves,Example Trial,201,1.91,1.7,2.46,1.39,30434,4583,0,0,0
Groves,Example Trial,201,3.85,2.79,2.38,1.82,31390,7537,0,0,1
Groves,Example Trial,201,2.72,2.63,1.67,1.68,27127,5444,0,0,1
Groves,Example Trial,201,4.61,2.75,2.86,1.98,33780,8257,0,0,0
Groves,Example Trial,201,5.75,2.48,4.13,1.81,32241,11421,0,0,0
Groves,Example Trial,201,5.66,2.14,3.74,1.99,28139,10067,0,0,0
Groves,Example Trial,201,1.83,2.06,1.83,1.33,27398,4468,0,0,0
Groves,Example Trial,201,2.22,2.36,1.75,1.53,28463,4870,0,0,0
Groves,Example Trial,201,1.86,2,2.01,1.44,31122,4358,0,0,0
Groves,Example Trial,201,3.66,2.26,3.97,1.61,39467,8818,1,0,0
Groves,Example Trial,201,4.34,1.96,3.52,1.78,28296,8531,0,0,0
Groves,Example Trial,201,3.7,2.69,3.18,1.61,37222,8281,0,0,0
Groves,Example Trial,201,5.89,2.57,3.5,1.87,28557,10742,0,0,0
Groves,Example Trial,201,6.3,2.22,4.29,1.86,28117,12004,0,0,0
Groves,Example Trial,201,3.24,2.16,3.02,1.54,31005,7142,0,0,0
Groves,Example Trial,201,2.04,1.68,2.46,1.39,28159,4834,0,0,0
Groves,Example Trial,201,4.65,2.44,3.39,1.78,31663,9102,0,0,0
Groves,Example Trial,201,2.47,1.8,2.81,1.5,30716,5833,0,0,0
Groves,Example Trial,201,1.68,1.45,2.57,1.34,29723,4017,0,0,0
Groves,Example Trial,201,2.95,2.2,1.96,1.79,26164,5574,0,0,1
Groves,Example Trial,201,3.33,1.88,2.94,1.71,28382,6812,0,0,0
Groves,Example Trial,201,4.43,3.07,2.6,1.74,31351,8734,0,0,0
Groves,Example Trial,201,1.83,1.92,1.8,1.36,25683,4288,0,0,0
Groves,Example Trial,201,1.7,2.36,1.59,1.31,28915,4312,0,0,0
Groves,Example Trial,201,2.83,1.88,2.89,1.53,29373,6468,0,0,0
Groves,Example Trial,201,1.51,1.96,1.64,1.32,28099,3680,0,0,0
Groves,Example Trial,201,3.64,1.98,3.23,1.66,29165,7668,0,0,0
Groves,Example Trial,201,5.55,2.26,4,1.83,29807,10811,0,0,0
,,,,,,,,,,,
Culls Weight,0.3,,,,,,,,,,
,,,,,,,,,,,
Researcher,Trial,Plot,Weight,Width,Length,Height,Shape,Area,Hollow,Double,Knob
Groves,Example Trial,102,0.96,1.66,1.25,1.17,25289,2357,0,0,0
Groves,Example Trial,102,6.96,2.26,4.66,1.79,27085,13157,0,0,0
Groves,Example Trial,102,5.12,2.16,4.11,1.66,28782,10325,0,0,0
Groves,Example Trial,102,10.55,2.53,5.67,1.99,27058,18351,0,0,0
Groves,Example Trial,102,7.61,2.24,4.74,2.04,28462,13661,0,0,0
Groves,Example Trial,102,1.55,1.84,2.09,1.27,31509,3983,0,0,0
Groves,Example Trial,102,1.08,1.15,2.09,1.19,26483,2623,0,0,0
Groves,Example Trial,102,2.77,2.26,2.86,1.44,33601,6508,0,0,0
Groves,Example Trial,102,3.12,2.2,2.76,1.63,31722,6691,0,0,0
Groves,Example Trial,102,1.58,1.55,2.12,1.37,28492,3649,0,0,0
Groves,Example Trial,102,2.14,1.66,2.41,1.58,29537,4618,0,0,0
Groves,Example Trial,102,2.26,1.72,2.65,1.46,29445,5221,0,0,0
Groves,Example Trial,102,3.47,1.88,3.1,1.75,29391,7063,0,0,1
Groves,Example Trial,102,4.46,2.2,3.44,1.74,29525,9014,0,0,0
Groves,Example Trial,102,7.62,2.32,4.8,1.98,28936,13551,0,0,0
Groves,Example Trial,102,3.48,2.12,2.97,1.88,34015,6679,0,0,1
Groves,Example Trial,102,1.12,1.64,1.64,1.22,29297,2832,0,0,0
Groves,Example Trial,102,4.59,2.61,3.05,1.91,33125,8186,0,0,1
Groves,Example Trial,102,3.93,2.08,3.42,1.7,30771,8127,0,0,0
Groves,Example Trial,102,3.9,2.75,3.23,1.6,36441,8794,1,1,0
Groves,Example Trial,102,3.81,1.86,3.34,1.68,27393,7930,0,0,0
Groves,Example Trial,102,4.61,1.98,3.58,1.81,27830,8973,0,0,0
Groves,Example Trial,102,7.39,2.3,4.43,1.99,27437,13053,0,0,0
Groves,Example Trial,102,6.93,2.4,4.56,2,31584,12653,0,0,0
Groves,Example Trial,102,1.98,1.82,2.41,1.35,29905,4770,0,0,0
Groves,Example Trial,102,1.13,1.7,1.46,1.2,26357,2886,0,0,0
Groves,Example Trial,102,2.88,1.76,3.23,1.39,27437,6916,0,0,0
Groves,Example Trial,102,2.13,1.62,2.6,1.46,28870,4930,0,0,0
Groves,Example Trial,102,1.92,1.58,2.52,1.28,26544,4772,0,0,0
Groves,Example Trial,102,1.67,1.55,2.54,1.27,29940,4280,0,0,0
Groves,Example Trial,102,5.67,2.65,3.74,1.85,32337,10878,0,0,0
Groves,Example Trial,102,9.92,2.5,5.49,2.21,30576,16937,0,0,0
Groves,Example Trial,102,2.1,1.39,2.97,1.46,28701,4875,0,0,0
Groves,Example Trial,102,3.76,1.86,3.52,1.7,29601,8121,0,0,0
Groves,Example Trial,102,1.83,1.84,2.17,1.34,29236,4490,0,0,0
Groves,Example Trial,102,1.27,1.82,1.7,1.31,31914,3067,0,0,0
Groves,Example Trial,102,2.08,1.58,2.54,1.55,29906,4607,0,0,0
Groves,Example Trial,102,3.45,2.48,2.84,1.67,34093,7265,0,0,0
Groves,Example Trial,102,1.48,1.51,2.31,1.25,29460,3857,0,0,0
Groves,Example Trial,102,1.29,1.92,1.46,1.24,26945,3200,0,0,0
Groves,Example Trial,102,4.55,1.98,3.79,1.69,27872,9276,0,0,0
Groves,Example Trial,102,3.38,2.99,2.12,1.69,31694,7145,0,0,1
Groves,Example Trial,102,1.89,1.7,2.38,1.35,28900,4544,0,0,0
Groves,Example Trial,102,4.53,2.06,3.68,1.83,30624,9220,0,0,0
Groves,Example Trial,102,1.66,2.06,1.78,1.39,30703,3931,0,0,0
Groves,Example Trial,102,3.64,2.85,2.57,1.69,34006,7743,0,0,1
Groves,Example Trial,102,1.02,1.39,1.48,1.44,29042,2176,0,0,0
Groves,Example Trial,102,2.72,2.3,2.17,1.68,30826,5602,0,0,1
Groves,Example Trial,102,4.47,2.32,3.37,1.72,30084,8967,0,0,0
Groves,Example Trial,102,3.52,2.06,3.05,1.63,29094,7482,0,0,0
Groves,Example Trial,102,5.83,2.28,4.43,1.82,31531,11614,0,0,0
Groves,Example Trial,102,4.03,2,3.31,1.75,28746,7924,0,0,0
Groves,Example Trial,102,2.46,2.4,1.91,1.54,28696,5448,0,0,1
Groves,Example Trial,102,1.36,1.86,1.75,1.17,28002,3572,0,0,0
Groves,Example Trial,102,1.01,1.41,1.75,1.11,27118,2664,0,0,0
Groves,Example Trial,102,2.52,2.77,2.28,1.41,35337,6726,1,0,0
Groves,Example Trial,102,0.8,1.09,1.51,1.19,24482,1819,0,0,0
Groves,Example Trial,102,4.62,2.73,3.23,1.8,34355,9102,0,0,0
Groves,Example Trial,102,1.66,1.62,2.2,1.32,28340,4046,0,0,0
Groves,Example Trial,102,1.55,1.78,2.07,1.28,30427,3907,0,0,0
Groves,Example Trial,102,2.31,1.66,2.6,1.46,27278,5258,0,0,0
Groves,Example Trial,102,3.37,2.3,2.89,1.62,31952,7360,0,0,0
Groves,Example Trial,102,3.05,1.76,3.1,1.57,28084,6722,0,0,0
Groves,Example Trial,102,2.25,1.78,2.73,1.43,30884,5472,0,0,0
Groves,Example Trial,102,5.42,2.61,3.66,1.93,34015,10390,0,0,0
Groves,Example Trial,102,4.33,2,3.6,1.76,29265,8752,0,0,0
Groves,Example Trial,102,1.3,1.84,1.48,1.31,27441,3172,0,0,0
Groves,Example Trial,102,1.69,1.49,2.31,1.4,28512,3975,0,0,0
Groves,Example Trial,102,0.52,0.81,1.62,0.97,24477,1185,0,0,0
Groves,Example Trial,102,2.32,1.72,2.46,1.71,31186,4642,0,0,0
Groves,Example Trial,102,3.36,2.69,2.91,1.52,35411,8136,1,1,0
Groves,Example Trial,102,2.87,2.71,2.04,1.68,32361,6372,0,0,1
Groves,Example Trial,102,1.4,1.6,2.12,1.27,30770,3580,0,0,0
Groves,Example Trial,102,3.51,2.36,2.99,1.71,34377,7350,0,0,0
Groves,Example Trial,102,3.1,1.74,3.29,1.57,28992,6898,0,0,0
Groves,Example Trial,102,5.63,2.12,4.03,1.88,28529,10755,0,0,0
Groves,Example Trial,102,1.57,2.16,1.51,1.3,27006,3825,0,0,0
Groves,Example Trial,102,1.53,1.78,2.12,1.29,31816,3926,0,0,0
Groves,Example Trial,102,1.41,1.62,1.88,1.28,27648,3389,0,0,0
Groves,Example Trial,102,3.33,2.02,3.05,1.59,29417,7157,0,0,0
Groves,Example Trial,102,1.49,1.43,2.17,1.34,27907,3627,0,0,0
Groves,Example Trial,102,0.57,1.11,1.27,0.93,23000,1450,0,0,0
Groves,Example Trial,102,3.71,1.88,3.39,1.67,28687,7782,0,0,0
Groves,Example Trial,102,1.46,2.16,1.46,1.21,26136,3774,0,0,0
Groves,Example Trial,102,2.15,1.76,2.41,1.52,29987,4716,0,0,0
Groves,Example Trial,102,1.91,1.94,2.54,1.26,32506,4922,0,0,0
Groves,Example Trial,102,5.99,2.26,4.05,1.87,28574,11197,0,0,0
Groves,Example Trial,102,0.92,1.37,1.62,1.11,26777,2394,0,0,0
Groves,Example Trial,102,2.08,1.72,2.73,1.34,30250,5205,0,0,0
Groves,Example Trial,102,4.05,2.1,3.63,1.66,31244,8636,0,0,0
Groves,Example Trial,102,2.37,2.55,1.62,1.68,29283,4952,0,0,0
Groves,Example Trial,102,2.73,2.36,2.28,1.61,31732,5912,0,0,0
Groves,Example Trial,102,1.58,2.08,1.59,1.29,27001,3926,0,0,0
Groves,Example Trial,102,3.57,1.8,3.07,1.7,26314,7141,0,0,0
Groves,Example Trial,102,4.5,1.94,3.82,1.61,26514,9627,0,0,0
Groves,Example Trial,102,1.77,2.14,1.64,1.41,27957,4143,0,0,0
Groves,Example Trial,102,9.25,2.75,5.06,2.02,30387,16747,0,0,0
Groves,Example Trial,102,1.18,1.64,1.64,1.21,27579,2971,0,0,0
Groves,Example Trial,102,2.23,2.26,1.67,1.63,27587,4532,0,0,0
Groves,Example Trial,102,4.71,2,4.03,1.63,27893,9940,0,0,0
Groves,Example Trial,102,3.35,1.84,3.02,1.73,28696,6769,0,0,0
Groves,Example Trial,102,1.7,1.9,1.78,1.44,28647,3914,0,0,0
Groves,Example Trial,102,3.92,1.92,3.26,1.63,26026,8081,0,0,0
Groves,Example Trial,102,2.49,1.68,2.99,1.45,29251,5945,0,0,0
Groves,Example Trial,102,3.87,2.08,3.18,1.81,30935,7554,0,0,0
Groves,Example Trial,102,0.68,1.21,1.51,0.97,26063,1807,0,0,0
Groves,Example Trial,102,2.4,1.78,2.73,1.43,28953,5710,0,0,0
Groves,Example Trial,102,1.26,2,1.59,1.32,33314,3219,0,0,0
Groves,Example Trial,102,9.06,2.26,4.96,2.32,28704,13775,0,0,0
Groves,Example Trial,102,1.63,1.84,2.07,1.41,32947,3804,0,0,0
Groves,Example Trial,102,1.84,2.14,1.8,1.42,29727,4394,0,0,0
Groves,Example Trial,102,3.05,1.92,3.02,1.59,30227,6771,0,0,0
Groves,Example Trial,102,0.68,1.21,1.43,0.98,24936,1827,0,0,0
Groves,Example Trial,102,1.11,1.76,1.27,1.33,26782,2578,0,0,0
Groves,Example Trial,102,2.87,2.75,1.8,1.74,30010,5731,0,0,1
Groves,Example Trial,102,2.2,1.41,2.94,1.49,28075,4916,0,0,0
Groves,Example Trial,102,3.85,2,3.39,1.68,29585,7919,0,0,0
Groves,Example Trial,102,1.75,1.66,2.38,1.37,30929,4347,0,0,0
Groves,Example Trial,102,4.43,2.02,3.92,1.8,32174,9098,0,0,0
Groves,Example Trial,102,0.83,1.37,1.75,1,28885,2361,0,0,0
Groves,Example Trial,102,3.89,2.61,2.7,1.75,31702,7720,0,0,1
Groves,Example Trial,102,0.73,1.29,1.4,1.14,28203,1784,0,0,0
